"Gemeenten";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2019";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2020";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2021";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2022";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2023";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2019";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2020";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2021";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2022";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2023"
"Tynaarlo";1458;2195;2756;3478;3846;50;61;95;102;142
