"Nederland";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2012";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2013";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2014";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2015";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2016";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2017";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2018";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2019";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2020";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2021";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2022";"Totaal aantal (semi)publieke laadpunten voor elektrische auto's|2023";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2012";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2013";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2014";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2015";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2016";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2017";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2018";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2019";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2020";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2021";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2022";"Batterij-elektrische voertuigen (BEV) totaal, geregistreerd bij eigenaar|2023"
"Nederland";6731;6731;11638;18249;26700;33470;36908;50774;63871;84743;114289;145162;22056;26762;34358;41718;49560;63062;93983;169154;260260;363089;482961;624797
